Model,Index,Std_Model,Std_Obs,RMSE,Correlation,RMSE_Prime
IPSL-CM6A-LR.csv,ID,1.3375196335347175,0.725159323682713,1.7480147469502525,-0.21542591861695767,1.307071876895319
MIROC6.csv,ID,0.1360827634879543,0.725159323682713,0.769800358919501,-0.046029596468126904,0.016001016001524048
MRI-ESM2-0.csv,ID,0.32805037877325693,0.725159323682713,0.7817359599705717,0.08225161211526663,0.03175390914319208
NorESM2-LM.csv,ID,0.3907562235912973,0.725159323682713,0.8606629658238704,-0.11221022258928208,0.13592366849412957
NorESM2-MM.csv,ID,0.0,0.725159323682713,0.7576767609436587,,0.0
ACCESS-ESM1-5,FD,11.190445285525053,8.0671751663281,49.20742190331018,0.15203516532403,0.03196613535972013
BCC-CSM2-MR,FD,9.41060035394465,8.0671751663281,69.2587740129565,-0.24884208171363548,0.4524782358714665
CanESM5.csv,FD,9.461755007750655,8.0671751663281,76.47330688983357,0.24980841004678914,0.6037796721874309
CMCC-ESM2.csv,FD,11.028265571223516,8.0671751663281,47.683175074497555,0.09762652959499935,0.0
CNRM-CM6-1.csv,FD,11.281977613340867,8.0671751663281,65.75107378365546,-0.042152757492226064,0.3789155961390913
CNRM-ESM2-1.csv,FD,9.187768735641024,8.0671751663281,60.9497364257662,0.1426392501022361,0.278223111832249
INM-CM4-8.csv,FD,10.434665791231794,8.0671751663281,34.003267816817576,0.14733214788386712,-0.2868917020795542
INM-CM5-0.csv,FD,14.080630346095882,8.0671751663281,43.7981481089986,0.06101559993955241,-0.08147584466489911
IPSL-CM6A-LR.csv,FD,12.329111408377964,8.0671751663281,67.08383367653299,0.23997947951486057,0.4068659138516871
MIROC6.csv,FD,10.85030922796295,8.0671751663281,20.2895703913776,0.11764179445186033,-0.5744920433742448
MRI-ESM2-0.csv,FD,11.796788580990938,8.0671751663281,46.501891638146574,0.16858119752041892,-0.024773590150098203
NorESM2-LM.csv,FD,10.628157030869286,8.0671751663281,27.615079079962683,0.03602085813378933,-0.4208632492106826
NorESM2-MM.csv,FD,11.726694925017469,8.0671751663281,40.55175020198813,0.08258943178156782,-0.14955851537502868
ACCESS-ESM1-5,WSDI,5.4107652096296555,4.943566925640627,7.3924385792611185,0.04088609197129192,0.09392631240259859
BCC-CSM2-MR,WSDI,5.070433334524796,4.943566925640627,6.724747000610671,0.11736996283441169,-0.004878077870517213
CanESM5.csv,WSDI,3.9240251585767467,4.943566925640627,7.324489616904931,0.13235102743848778,0.08387128698373117
CMCC-ESM2.csv,WSDI,4.50653690905206,4.943566925640627,7.068448412697299,-0.11361232877358228,0.04598254332507615
CNRM-CM6-1.csv,WSDI,4.745073579033337,4.943566925640627,6.483597538175626,0.13798934330103022,-0.04056315517633431
CNRM-ESM2-1.csv,WSDI,5.812857143961188,4.943566925640627,7.811435112610136,-0.06857714595199753,0.15592903690569154
INM-CM4-8.csv,WSDI,4.4437630504918735,4.943566925640627,7.525266083643131,-0.1090142218649866,0.11358200524283292
INM-CM5-0.csv,WSDI,4.459774400225694,4.943566925640627,5.878397362849466,0.30983025471143777,-0.13012012463391823
IPSL-CM6A-LR.csv,WSDI,3.160288180474654,4.943566925640627,6.757711644237764,0.24610126578110084,0.0
MIROC6.csv,WSDI,2.975793324804276,4.943566925640627,7.5351030369715435,0.05700309402950333,0.11503766861621768
MRI-ESM2-0.csv,WSDI,4.36606730087286,4.943566925640627,6.384297867366407,0.134945135173485,-0.0552574298120227
NorESM2-LM.csv,WSDI,4.342113343512643,4.943566925640627,6.315765107165472,0.06175699039547248,-0.06539884510300698
NorESM2-MM.csv,WSDI,3.841004993109607,4.943566925640627,6.591239977761729,-0.13175226898028355,-0.024634325233155462
ACCESS-ESM1-5,CSDI,3.8718554789345396,4.415880433163924,5.228129047119374,0.21978818425442279,-0.18988168444762377
BCC-CSM2-MR,CSDI,5.59074807259109,4.415880433163924,7.67270293771174,-0.14266047780927646,0.18891426045759543
CanESM5.csv,CSDI,4.244822554420682,4.415880433163924,6.097965659560997,0.028351937231765136,-0.05509722045944881
CMCC-ESM2.csv,CSDI,3.990554886464637,4.415880433163924,6.453537645985196,-0.17880926061375513,0.0
CNRM-CM6-1.csv,CSDI,3.976169404172544,4.415880433163924,6.598260152270221,-0.25718470376570224,0.02242529821997063
CNRM-ESM2-1.csv,CSDI,4.26453202628548,4.415880433163924,6.619276003825102,-0.18017960842042152,0.025681783686969526
INM-CM4-8.csv,CSDI,5.1304437945465,4.415880433163924,7.691987172809551,-0.05524382136255813,0.19190242542317942
INM-CM5-0.csv,CSDI,4.516914402916049,4.415880433163924,6.617877023358496,-0.052026864562090006,0.025465006386928998
IPSL-CM6A-LR.csv,CSDI,3.841186923482385,4.415880433163924,5.410894360249309,0.1379313758125676,-0.16156150981539935
MIROC6.csv,CSDI,4.685049149645198,4.415880433163924,6.267198558987722,0.07478362720753885,-0.028873944372726595
MRI-ESM2-0.csv,CSDI,5.865365779153968,4.415880433163924,7.861062033612017,0.0509929061573919,0.2181012128289752
NorESM2-LM.csv,CSDI,3.8730735614005014,4.415880433163924,6.162911769730399,-0.04890817588201165,-0.045033575721929515
NorESM2-MM.csv,CSDI,3.707133282848007,4.415880433163924,6.189896187725188,-0.151371317622352,-0.04085223837254924
